COMPLAINT_STATUS,COMPLIANCE_REVIEW_END_DATE,COMPLIANCE_REVIEW_START_DATE,COUNTRY,DATE_CLOSED,DISPUTE_RESOLUTION_END_DATE,DISPUTE_RESOLUTION_START_DATE,DOCUMENTS,ELIGIBILITY_END_DATE,ELIGIBILITY_START_DATE,ENVIRONMENTAL_CATEGORY,FILERS,FILING_DATE,HYPERLINK,IAM,IAM_ID,ISSUES,IS_COMPLIANCE_REPORT_ISSUED,MONITORING_END_DATE,MONITORING_START_DATE,PROJECT_ID,PROJECT_LOAN_AMOUNT,PROJECT_NAME,PROJECT_NUMBER,PROJECT_TYPE,REGISTRATION_END_DATE,REGISTRATION_START_DATE,RELATED_PROJECT_NUMBER,SECTOR,YEAR
Closed,,,Bolivia,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/AssessmentReportFinalSent12-05-03.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/COMSURcapacityreview-English-CAOweb.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/COMSURCapacityReview-spanish-CAOweb.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CoverletterforCOMSURCapacityReport-English-CAOweb.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CoverletterforCapacityReviewreport-Spanish-CAOweb.pdf",Completed,,B,,"June 01, 2003",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=125,CAO,21,Quality of Environmental Impact Assessment (EIA); consultation and disclosure of information to indigenous communities; compensation.,,,,125,$10 million,Comsur V,9670,"Oil, Gas, Mining, & Chemicals",,"June 01, 2003",,"Oil, Gas and Mining",2003
Closed,,Completed,Brazil,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/AmaggiFinal_Editedversion_05-26-05.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Amaggi_FinalReportPortuguese_revised_060805.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCresponse11-04-05.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCs_response_to_CAOs_Audit.pdf",,,B,,"November 01, 2004",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=91,CAO,21,,,,,91,$30 million (A loan),Amaggi Expansion,22561,Agribusiness,,"November 01, 2004",,Agriculture and Forestry,2004
Closed,,,Chile,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/Complaint_BiobioChile_Nov11_09_WEB.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/OmbudsmanAssessmentReport_Aconcagua_June4.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/OmbudsmanAssessmentReport_Aconcagua_June4_Spanish.pdf",Completed,,B,,"November 11, 2009",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=153,CAO,21,,,,,153,Equity,Aconcagua 2461 and,3526,Infrastructure,,"November 11, 2009",,Power,2009
Closed,,,Chile,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/ComplaintforWebsite.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/HidromauleChile_CAOAssessmentReport_April15_2015_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ComplaintforWebsite.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/HidromauleChile_CAOAssessmentReport_April15_2015_SPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Hidromaule_IFCMgmtResponse_AssessmentReport.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOCompliance_AppraisalReport_Chile_Hidromaule-01_06222015_forweb.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ComplaintforWebsite.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOCompliance_AppraisalReport_Chile_Hidromaule-01_06222015_ESPANOL_forweb.pdf",Completed,,B,,"October 27, 2014",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=226,CAO,21,"Land acquisition process, compensation, due diligence",,,,226,US$ 9.7 million A Loan,Hidromaule ,25568,Infrastructure,,"October 27, 2014",,Utilities,2014
Open - Compliance,,Completed,Chile,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/ComplaintCAO2017-redacted.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOCommuniqueAltoMaipo_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentReport_AltoMaipo01_October2017_ENGLISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentReport_AltoMaipo01_October2017_SPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCResponsetoCAOAssessmentReport.pdf, http://www.cao-ombudsman.org/cases/document-links/http://www.cao-ombudsman.org/cases/document-links/documents/CAOComplianceAppraisal_AltoMaipo-01-02_Chile_20180511forweb.pdf, http://www.cao-ombudsman.org/cases/document-links/http://www.cao-ombudsman.org/documents/CAOComplianceAppraisal_AltoMaipo-01-02_Chile_20180511SPANISH.pdf",,,A,,"January 24, 2017",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=1255,CAO,21,"Water shortage and contamination, noise pollution",,,,1255,Debt US $150 million ,Alto Maipo,31632,Infrastructure,,"January 24, 2017",,Large Hydro - Renewable Energy Generation,2017
Open - Compliance,,Completed,Chile,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/ResumendelareclamacionenelcasoAltoMaipo-02.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AltoMaipo02_CAOAssessmentReport_December2017_English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AltoMaipo02_CAOAssessmentReport_December2017_Spanish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCResponsetoCAOAltoMaipoSecondAssessmentReport.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOComplianceAppraisal_AltoMaipo-01-02_Chile_20180511forweb.pdf, http://www.cao-ombudsman.org/cases/document-links/http://www.cao-ombudsman.org/documents/CAOComplianceAppraisal_AltoMaipo-01-02_Chile_20180511SPANISH.pdf",,,A,,"July 05, 2017",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=1263,CAO,21,"Internal grievance mechanism, occupational health and safety",,,,1263,Debt US $150 million ,Alto Maipo,31632,Infrastructure,,"July 05, 2017",,Large Hydro - Renewable Energy Generation,2017
Closed,,,Chile,,Completed,,,,,A,,"August 01, 2000",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=92,CAO,21,,,,,92,2.5% (Equity Interest) & $170 million (Loan),Empresa Electrica Pangue S.A.,2067,Infrastructure,,"August 01, 2000",,Utilities,2000
Closed,,,Chile,,Completed,,"http://www.cao-ombudsman.org/cases/document-links/documents/PangueAssessmentReportFINALJune2003.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/PangueAssessmentReportFINALSpanishMay2003.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/SettlementAgreementbetweenCAOUNIMACHENglish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/PangueAssessmentReportFINALSpanishMay2003.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FinalReportWeMonguenMay25_2010.English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FinalReportWeMonguenMay25_2010.Spanish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/PangueCAOConclusionReport_2010.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCpangue_summary.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCSpan_pangue_summary.pdf, http://www.cao-ombudsman.org/cases/document-links/#",,,A,,"July 01, 2002",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=93,CAO,21,,,,,93,2.5% (Equity Interest) & $170 million (Loan),Empresa Electrica Pangue S.A.,2067,Infrastructure,,"July 01, 2002",,Utilities,2002
Closed,,,Colombia,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/Aviancacomplaint_111411_web.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Assessmentreport_Avianca_May2012.ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Assessmentreport_Avianca_May2012.SPAN.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCresponsetoCAOAssessmentReport_Avianca_June92012.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAppraisalReport_Avianca_January82013.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AviancaAuditTORApril2013.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOInvestigationReportAvianca-May182015.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOInvestigationReportAvianca_Spanish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Avianca_IFCPublicResponse_InvReport_May52015.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOComplianceMonitoringReport_AviancaSA_Colombia_May2017.pdf",,,B,,"November 14, 2011",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=182,CAO,21,"Labor standards, rights of free association, due diligence",,,,182,$ 50 million corporate loan,Avianca,25899,Infrastructure,,"November 14, 2011",,Transportation,2011
Open - Compliance,,,Colombia,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/EcoOroComplaint_SPA.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/EcoOroComplaint_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/EcoOroAssessmentReportENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/EcoOroAssessmentReportSPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCResponse_EcoOroAssessmentReport_Nov262012.pdf, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/CAO_Appraisal_EcoOro_C-I-R9-Y12-F172.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/EcoOroComplianceInvestigationTOR.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOCommuniqueEcoOroSummaryofFindingsAugust252016.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOComplianceInvestigationReportonIFCinvestmentinEcoOroMinerals-English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOComplianceInvestigationReportonIFCinvestmentinEcoOroMinerals-Spanish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/EcoOro-IFCManagementResponsetoCAOInvestigationReport-5August2016.pdf",,,B,,"June 13, 2012",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=187,CAO,21,"Water quality and quantity, environmental degradation, project due diligence, community consultation and information disclosure ",,,Completed,187,US$9.6 million,Eco Oro,27961,Extractive Industries,,"June 13, 2012",,Mining,2012
Open - Ombudsman,,,Colombia,,,Completed,"http://www.cao-ombudsman.org/cases/document-links/documents/Complaint_AlqueriaColombia_April102013_website.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AlqueriaColombia_CAOAssessmentReport_August_22_2013.English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AlqueriaColombia_CAOAsessmentReport_August22_2013_Spanish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCResponse-AlqueriaColombiaSept2013.pdf",,,B,,"April 11, 2013",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=201,CAO,21,"Environmental pollution (water, soil, noise and air)",,,,201,$15 million A loan and $5 million equity,Alqueria,28492,Global Manufacturing & Services,,"April 11, 2013",,Agribusiness,2013
Closed,,,Colombia,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/TCBuenIFCresponsetoCAOAssessment_090710.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/TCBuenAssessmentReportSeptember2010_English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/TCBuenAssessmentReportSeptember2010_Spanish.pdf, http://www.cao-ombudsman.org/cases/document-links/#",Completed,,A,,"December 09, 2009",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=154,CAO,21,"Minority rights, community consultation and participation, cultural heritage, disclosure of information.  ",,,,154,"$25 mil A loan, $117 mil B Loan, $15 mil C Loan",TCBuen,28479,Infrastructure,,"December 09, 2009",,Transportation and Warehousing,2009
Open - Compliance,,Completed,Costa Rica,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/CostaRicaReventazoncomplaintredacted.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentReport_Reventazon01_March2017_English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentReport_Reventazon01_March2017_Spanish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCResponse_AssessmentReport_ReventazonHPP.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOComplianceAppraisal_ReventazonHPP-01_CostaRica-20171010_web.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/EvaluaciondeCumplimientodelaCAOdelPHReventazon_CostaRicaSPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ToR_ReventazonHPPInvestigation11132017_EN.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ToR_ReventazonHPPInvestigation11132017_ES.pdf",,,A,,"September 13, 2016",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=250,CAO,21,"Biodiversity, natural habitats, environment, land acquisition",,,,250,US$100 million A loan,Reventazon HPP,31383,Infrastructure,,"September 13, 2016",,Large Hydro - Renewable Energy Generation,2016
Open - Compliance,,Completed,Costa Rica,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/CostaRicaReventazon02Complaint-redacted.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Reventazon02_CAOAssessmentReport_June_2017_English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Reventazon02_CAOInformeEvaluacion_June2017_SPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOComplianceAppraisal_ReventazonHPP-01_CostaRica-20171010_web_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/EvaluaciondeCumplimientodelaCAOdelPHReventazon_CostaRicaSPANISH_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ToR_ReventazonHPPInvestigation11132017_EN.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ToR_ReventazonHPPInvestigation11132017_ES.pdf",,,A,,"December 20, 2016",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=253,CAO,21,"Lack of compensation for land acquisition, loss of livelihood, biodiversity, environment",,,,253,US$100 million A loan,Reventazon HPP,31383,Infrastructure,,"December 20, 2016",,Large Hydro - Renewable Energy Generation,2016
Closed,,,Ecuador,,Completed,,"http://www.cao-ombudsman.org/cases/document-links/documents/InteraguaCompliantTranslation_Part1_English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/InteraguaCompliantTranslation_Part2_English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/InteraguaComplaintFootnotes_Translation_English.pdf, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/InteraguaDenunciaFinal_Espanol.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/InteraguaFinalAssessmentReport.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/InteraguaFinalAssessmentReport_ESPANOL.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FinalAgreement9-Jul142010English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FinalAgreement9-Jul142010Spanish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AgreementofDialogueTableFeb262010English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ActadelaMesadedialogoInteraguaSpanish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Agreement7EnglishDec172009.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Agreement7SpanishDec172009.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Agreement6English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Agreement6Spanish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/July2009agreementEnglish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/July2009agreementSpanish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/090610Agreement4English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/090610_ActadeAcuerdo4_Espanol.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/090513_MemorandumofAgreement3_English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/090513_ActadeAcuerdo3_Espanol.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/090225_MemorandumofAgreement_2_English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/090225_ActaDeAcuerdo_2_Espanol.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/081113_MemorandumofAgreement_1_ENGLISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/081113_ActadeAcuerdo_1_Espanol.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/081107_CAOunderstandingmeetingbetweenparties_SPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/InteraguaClosureReport_FINAL_Jan2011.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/InteraguaClosureReport_FINAL_ESPANOL_Jan2011.pdf",,,,,"January 01, 2008",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=84,CAO,21,,,,,84,$18 million (Guarantee),International Water Services Guayaquil Interagua C. Ltda. ,3901,,,"January 01, 2008",,Water and Wastewater,2008
Closed,,,Ecuador,,,,"http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/FinalAssessmentReportPronaca_June2011.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/InformedeEvaluacionPronaca_Junio2011.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCManagementResponse_PRONACAassessment_June282011.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAppraisalReportCIR9Y11F145_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAppraisalReportCIR9Y11F145_ESP.pdf",Completed,,B,,"December 08, 2010",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=161,CAO,21,"Air, soil, & water pollution; community health & safety; EIAs and environmental licenses; biodiversity",,,,161,$20 mil A loan; $10 mil A loan and $20 mil C loan,Pronaca 26535 &,21901,Agribusiness,,"December 08, 2010",,Food & Beverages,2010
Closed,,,Ecuador,,,,"http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/InformedeEvaluacionPronaca_Junio2011.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FinalAssessmentReportPronaca_June2011.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAppraisalReportCIR9Y11F145_ESP.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAppraisalReportCIR9Y11F145_ENG.pdf",Completed,,B,,"December 08, 2010",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=163,CAO,21,"Contaminación de aire, suelo, y agua; salud y seguridad de la comunidad; EIAs (Evaluación de Impactos Ambientales) y licencias ambientales; biodiversidad",,,,163,Dos préstamos A $30 mill y un préstamo C $20 mill,Pronaca Expansion 26535 &,21901,Agribusiness,,"December 08, 2010",,Food & Beverages,2010
Open - Compliance,,Completed,Guatemala,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/CIFIComplaintredacted.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CIFI_CAOAssessmentReportMay_2016English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CIFI_CAOInformeEvaluacion_Mayo_2016_Spanish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CIFI_CAOAssessmentReportMay_2016Qanjobal.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCLetter-ResponsetoCAOAssessmentReport-CIFI.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAppraisalReport_CIFI_August2016_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CIFI_CAOAssessmentReportMay_2016English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAppraisalReport_CIFI_August2016_ESP.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAppraisalReport_CIFI_Qanjobal_final.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ToRforCIFISantaCruzinvestigation.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ToRforCIFISantaCruzinvestigation_ESP.pdf",,,FI,,"July 15, 2015",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=241,CAO,21,"Community health & safety, information disclosure & consultation, indigenous people, cultural heritage",,,,241,$20 million A loan & $10 million equity investment,CIFI,26031,Global Financial Markets,,"July 15, 2015",,Infrastructure,2015
